author,Hauptgenre_Avg,GenreWechsel_Avg,Differenz,Wechsel_besser,total_books,switch_books,main_genre_books,main_genre
Peter Ackroyd,3.8674999999999997,3.71,-0.15749999999999975,False,5,1,4,History
Peter Carey,3.52,3.14,-0.3799999999999999,False,9,1,8,Fiction
Peter David,3.8880000000000003,3.995,0.10699999999999976,True,13,8,5,Media Tie In
Peter F. Drucker,4.0075,4.04,0.03249999999999975,True,5,1,4,Business
Peter Fitzsimons,4.1675,4.23,0.0625,True,5,1,4,History
Peter G. Tsouras,3.68,3.43,-0.25,False,5,1,4,Science Fiction
Peter Gay,3.8128571428571427,3.71,-0.10285714285714276,False,8,1,7,History
Peter Kreeft,4.136666666666667,4.0,-0.13666666666666671,False,5,2,3,Philosophy
Peter Whitfield,3.8066666666666666,3.745,-0.061666666666666536,False,5,2,3,History
Philip Carr-Gomm,3.942,4.18,0.23799999999999955,True,6,1,5,Religion
Philip Graham Ryken,3.99,4.2475,0.2574999999999994,True,6,4,2,Religion
Philip Josã© Farmer,3.664,3.75,0.08599999999999985,True,7,2,5,Science Fiction
Phillip Margolin,3.856666666666667,3.88,0.023333333333332984,True,4,1,3,Mystery
Phyllis Reynolds Naylor,3.8433333333333333,3.62,-0.22333333333333316,False,4,1,3,Young Adult
Pico Iyer,3.705,3.56,-0.14500000000000002,False,5,3,2,Travel
Piers Anthony,3.7086206896551723,3.571818181818182,-0.13680250783699055,False,40,11,29,Fantasy
Piggyback,4.3175,4.366666666666666,0.04916666666666636,True,7,3,4,Games
Pittacus Lore,4.2250000000000005,4.225,-8.881784197001252e-16,False,8,2,6,Young Adult
Pope John Paul Ii,4.25,4.33,0.08000000000000007,True,4,2,2,Religion
Poul Anderson,3.5575,3.52,-0.03750000000000009,False,6,2,4,Science Fiction
Pramoedya Ananta Toer,4.156666666666667,3.8949999999999996,-0.2616666666666676,False,5,2,3,Fiction
Qiu Xiaolong,3.735,4.4,0.6650000000000005,True,5,1,4,Mystery
R.A. Salvatore,4.163333333333333,4.17,0.006666666666666821,True,11,2,9,Fantasy
R.C. Sproul,4.298,4.35,0.0519999999999996,True,7,2,5,Religion
R.H. Blyth,4.305,4.51,0.20500000000000007,True,4,2,2,Religion
R.K. Narayan,3.806,3.98,0.17399999999999993,True,6,1,5,Fiction
R.L. Mathewson,4.045,4.025,-0.019999999999999574,False,4,2,2,Romance
R.L. Stine,3.6441666666666666,3.91,0.2658333333333336,True,73,1,72,Horror
R.L. Trask,3.94,3.83,-0.10999999999999988,False,5,1,4,Humanities
Rabindranath Tagore,4.166666666666667,3.8550000000000004,-0.31166666666666654,False,5,2,3,Poetry
Rachel Ann Nunes,3.9575,3.8866666666666667,-0.0708333333333333,False,11,3,8,Lds
Rachel Caine,3.9183333333333334,4.15,0.2316666666666669,True,10,4,6,Fantasy
Rachel Lee,3.765,3.85,0.08499999999999996,True,9,1,8,Romance
Rachel Lindsay,3.0933333333333337,3.0949999999999998,0.001666666666666039,True,5,2,3,Harlequin
Rachel Renã©E Russell,4.37,4.385,0.01499999999999968,True,5,2,3,Childrens
Rachel Vincent,4.209999999999999,4.006666666666667,-0.20333333333333226,False,8,3,5,Young Adult
Rachelle Mccalla,4.151666666666666,4.06,-0.09166666666666679,False,9,3,6,Romance
Radclyffe,4.199583333333333,4.116666666666666,-0.08291666666666675,False,27,3,24,LGBT
Radu Tudoran,4.295,4.404999999999999,0.10999999999999943,True,4,2,2,European Literature
Rafael Sabatini,3.9266666666666663,4.17,0.24333333333333362,True,4,1,3,Adventure
Ramesh Menon,4.326666666666667,4.31,-0.016666666666667496,False,4,1,3,Fantasy
Ramã³N M. Del Valle-Inclã¡N,3.505,3.51,0.004999999999999893,True,4,2,2,European Literature
Ravi Zacharias,4.156666666666667,4.23,0.07333333333333325,True,7,1,6,Christian
Raymond Carver,4.2749999999999995,4.225,-0.04999999999999982,False,8,2,6,Short Stories
Raymond Chandler,3.8766666666666665,4.285,0.40833333333333366,True,5,2,3,Mystery
Raymond E. Brown,4.413333333333333,3.89,-0.523333333333333,False,4,1,3,Religion
Reader'S Digest Association,3.812,4.160769230769231,0.3487692307692316,True,18,13,5,Reference
Rebecca A. Rogers,3.89,3.59,-0.30000000000000027,False,4,1,3,Shapeshifters
Rebecca Winters,3.55,3.49,-0.05999999999999961,False,8,4,4,Category Romance
Regina Scott,3.8533333333333335,3.8099999999999996,-0.04333333333333389,False,5,2,3,Romance
Renate Dorrestein,3.19,3.52,0.33000000000000007,True,6,3,3,Fiction
Renee Ryan,4.18,4.02,-0.16000000000000014,False,4,2,2,Category Romance
Reåÿat Nuri Gã¼Ntekin,3.725,3.7,-0.02499999999999991,False,5,1,4,Asian Literature
Rhonda Nelson,3.7470588235294118,3.9,0.15294117647058814,True,18,1,17,Romance
Richard  Adams,3.695,4.18,0.4849999999999999,True,4,2,2,Fiction
Richard A. Knaak,4.07,4.02,-0.05000000000000071,False,9,4,5,World Of Warcraft
Richard Barber,3.6799999999999997,3.615,-0.0649999999999995,False,4,2,2,History
Richard Brautigan,3.996,4.09,0.09399999999999986,True,6,1,5,Fiction
Richard Lee Byers,4.1625,4.08,-0.08249999999999957,False,5,1,4,Dungeons and Dragons
Richard North Patterson,3.718,3.8560000000000003,0.13800000000000034,True,10,5,5,Mystery
Richard Paul Evans,4.11,4.168333333333333,0.05833333333333268,True,12,6,6,Holiday
Richard Rhodes,4.196666666666666,4.0,-0.19666666666666632,False,6,3,3,History
Richard Russo,3.8200000000000003,3.755,-0.06500000000000039,False,4,2,2,Fiction
Richard Scarry,3.89,3.6,-0.29000000000000004,False,8,1,7,Childrens
Richard Woodman,4.008571428571429,3.07,-0.9385714285714291,False,8,1,7,Historical
Richard Zimler,4.196666666666666,3.64,-0.5566666666666662,False,4,1,3,Historical
Rick Bass,4.045,3.65,-0.395,False,6,4,2,Environment
Rick Riordan,4.298,3.58,-0.718,False,6,1,5,Fantasy
"Riichiro Inagaki,Yusuke Murata",4.2475,4.28,0.03250000000000064,True,5,1,4,Sequential Art
Rita Dove,3.98,3.29,-0.69,False,4,1,3,Poetry
Rita Mae Brown,3.68125,3.8066666666666666,0.12541666666666673,True,14,6,8,Fiction
Rita Weiss,4.196666666666666,3.85,-0.34666666666666623,False,4,1,3,Crafts
Rob Scotton,3.8049999999999997,3.97,0.16500000000000048,True,6,2,4,Childrens
Robert Anton Wilson,3.9033333333333338,4.0225,0.1191666666666662,True,7,4,3,Nonfiction
Robert Coover,3.8,3.815,0.015000000000000124,True,4,2,2,Fiction
Robert E. Howard,4.108,3.7,-0.4079999999999995,False,6,1,5,Fantasy
Robert Farrell Smith,3.716666666666667,3.73,0.013333333333333197,True,4,1,3,Lds
Robert Hass,4.170000000000001,4.09,-0.08000000000000096,False,4,1,3,Poetry
Robert K. Tanenbaum,3.9520000000000004,3.9433333333333334,-0.008666666666667044,False,8,3,5,Fiction
Robert L. Millet,4.273333333333333,4.205,-0.06833333333333336,False,5,2,3,Religion
Robert Louis Stevenson,3.77,3.63,-0.14000000000000012,False,5,2,3,Classics
Robert R. Mccammon,3.9425,4.1850000000000005,0.2425000000000006,True,10,2,8,Horror
Robert V. Remini,3.7466666666666666,4.04,0.29333333333333345,True,4,1,3,History
Roberta Kells Dorr,3.8366666666666664,4.06,0.22333333333333316,True,4,1,3,Biblical Fiction
Robin D. Owens,4.045000000000001,3.955,-0.09000000000000075,False,8,2,6,Romance
Robin Jones Gunn,4.26625,4.59,0.32374999999999954,True,9,1,8,Christian Fiction
Robin Lee Hatcher,4.038,3.84,-0.1980000000000004,False,8,3,5,Christian Fiction
Robin Waterfield,3.8433333333333337,3.79,-0.05333333333333368,False,4,1,3,History
Robyn Grady,3.65,3.5033333333333334,-0.1466666666666665,False,5,3,2,Romance
Roddy Doyle,3.89,3.54,-0.3500000000000001,False,5,2,3,Fiction
Rodica Ojog-Braåÿoveanu,3.92,4.0600000000000005,0.14000000000000057,True,5,2,3,European Literature
Roger Scruton,4.025,3.935,-0.0900000000000003,False,4,2,2,Philosophy
Roger Zelazny,4.0975,4.21,0.11249999999999982,True,5,1,4,Science Fiction
Ron Chernow,4.109999999999999,3.7,-0.40999999999999925,False,4,2,2,Biography
Ron Koertge,3.67,3.74,0.07000000000000028,True,4,1,3,Young Adult
Ronald Giphart,2.915,3.1,0.18500000000000005,True,4,2,2,European Literature
Rosalind Creasy,4.0,3.69,-0.31000000000000005,False,4,1,3,Gardening
Rosemary Mahoney,3.815,3.87,0.05500000000000016,True,4,2,2,Travel
Rosemary Sutcliff,4.053636363636364,4.08,0.026363636363636367,True,12,1,11,Historical
Rosemary Wells,3.7342857142857144,4.17,0.4357142857142855,True,15,1,14,Childrens
Roxanne Rustand,3.973333333333333,3.99,0.01666666666666705,True,4,1,3,Romance
Rubem Fonseca,3.965,3.965,0.0,False,8,4,4,Fiction
Rudolf Wittkower,4.09,4.2,0.11000000000000032,True,4,1,3,Art
Rudy Wiebe,3.54,3.6100000000000003,0.07000000000000028,True,4,2,2,Fiction
Ruskin Bond,4.116666666666666,3.893333333333333,-0.22333333333333316,False,6,3,3,Fiction
S.A.R.K.,4.17,4.0,-0.16999999999999993,False,6,1,5,Self Help
S.M. Stirling,3.8816666666666664,3.7979999999999996,-0.08366666666666678,False,11,5,6,Science Fiction
Salina Yoon,4.05,3.655,-0.395,False,9,2,7,Childrens
Salman Rushdie,3.7600000000000002,3.6,-0.16000000000000014,False,4,1,3,Fiction
Samantha Hunter,3.58,3.35,-0.22999999999999998,False,4,2,2,Harlequin
Samantha Young,4.036,4.06,0.02400000000000002,True,7,2,5,Fantasy
Samuel Beckett,3.932857142857143,3.983333333333334,0.05047619047619101,True,10,3,7,Plays
Samuel Eliot Morison,4.365,4.075,-0.29000000000000004,False,6,4,2,History
Sandra Boynton,4.1525,3.8,-0.35250000000000004,False,5,1,4,Childrens
Sandra Chastain,3.3166666666666664,2.92,-0.3966666666666665,False,5,2,3,Romance
Sandra Dallas,3.686666666666667,3.79,0.10333333333333306,True,4,1,3,Historical
Sandra Hill,3.9166666666666665,4.0975,0.18083333333333362,True,7,4,3,Fantasy
Sandra Marton,3.5541666666666667,3.6233333333333335,0.06916666666666682,True,18,6,12,Category Romance
Sandra Orchard,4.043333333333333,3.94,-0.10333333333333306,False,4,1,3,Love Inspired
Sapardi Djoko Damono,3.8275,3.69,-0.13750000000000018,False,5,1,4,Poetry
Sara Craven,3.3328571428571427,3.271111111111111,-0.06174603174603188,False,23,9,14,Category Romance
Sara Orwig,3.175,3.5357142857142856,0.36071428571428577,True,11,7,4,Category Romance
Sara Shepard,4.052727272727273,4.09,0.037272727272727124,True,14,3,11,Young Adult
Sarah Ellerton,3.9766666666666666,4.07,0.09333333333333371,True,5,2,3,Fantasy
Sarah Garland,4.07,4.1,0.02999999999999936,True,4,2,2,Childrens
Sarah Mlynowski,4.170000000000001,3.67,-0.5000000000000009,False,4,1,3,Fantasy
Sarah Morgan,3.7350000000000003,3.664,-0.07100000000000017,False,20,10,10,Romance
Sasha Fenton,3.7225,3.5,-0.22250000000000014,False,6,2,4,Esoterica
Satyananda Saraswati,4.3933333333333335,4.27,-0.12333333333333396,False,5,2,3,Spirituality
Sax Rohmer,3.5100000000000002,3.54,0.029999999999999805,True,7,2,5,Mystery
Scarlet Blackwell,3.5688888888888886,3.295,-0.2738888888888886,False,11,2,9,Romance
Scarlet Hyacinth,3.704615384615385,3.6399999999999997,-0.06461538461538519,False,18,5,13,Romance
Scot Mcknight,3.9599999999999995,4.0600000000000005,0.10000000000000098,True,5,2,3,Religion
Scott Adams,4.032857142857143,4.0600000000000005,0.02714285714285758,True,9,2,7,Humor
Scott Ciencin,3.564285714285714,3.83,0.265714285714286,True,8,1,7,Fantasy
Scott Hahn,4.383333333333334,4.4399999999999995,0.056666666666665755,True,5,2,3,Religion
Scott Mcclanahan,4.41,4.02,-0.39000000000000057,False,4,2,2,Short Stories
Scott Weidensaul,3.783333333333333,4.14,0.35666666666666647,True,6,3,3,Animals
Sean Michael,3.815,3.6255555555555556,-0.1894444444444443,False,19,9,10,Erotica
Sebastian Barry,3.9066666666666667,3.73,-0.17666666666666675,False,4,1,3,Fiction
Selma Lagerlã¶F,3.6366666666666667,3.5700000000000003,-0.06666666666666643,False,6,3,3,Classics
Seno Gumira Ajidarma,3.812857142857143,3.78,-0.03285714285714336,False,10,3,7,Asian Literature
Serena B. Miller,4.234999999999999,4.33,0.09500000000000064,True,4,2,2,Historical
Seth Mcevoy,3.745,3.24,-0.5049999999999999,False,4,2,2,Games
Seyyed Hossein Nasr,4.138,3.9050000000000002,-0.23299999999999965,False,9,4,5,Religion
Shane Lacy Hensley,3.9616666666666664,3.56,-0.4016666666666664,False,7,1,6,Games
Sharan Newman,4.0089999999999995,3.705,-0.3039999999999994,False,14,4,10,Mystery
Sharon Dunn,3.903333333333333,3.735,-0.168333333333333,False,5,2,3,Love Inspired
Sharon Kendrick,3.354444444444445,3.425,0.07055555555555504,True,11,2,9,Category Romance
Sharyn Mccrumb,3.996666666666666,3.5700000000000003,-0.42666666666666586,False,6,3,3,Mystery
Shayla Black,4.056666666666667,4.1825,0.12583333333333346,True,7,4,3,Adult Fiction
Shelley Shepard Gray,4.137142857142857,4.12,-0.017142857142856904,False,8,1,7,Amish
Sheri Dew,4.3533333333333335,4.535,0.18166666666666664,True,5,2,3,Religion
Sheri S. Tepper,3.92,3.9974999999999996,0.07749999999999968,True,8,4,4,Fantasy
Sherrilyn Kenyon,4.324285714285714,4.366666666666666,0.04238095238095241,True,10,3,7,Romance
Sherry Thomas,3.8633333333333333,3.82,-0.043333333333333446,False,4,1,3,Romance
Shirlee Mccoy,4.243333333333333,4.175,-0.06833333333333336,False,10,4,6,Love Inspired
Shirley Jackson,3.6799999999999997,3.8340000000000005,0.1540000000000008,True,7,5,2,Fiction
Shirley Maclaine,3.91,3.67,-0.2400000000000002,False,4,1,3,Nonfiction
Siegfried Lenz,4.07,3.48,-0.5900000000000003,False,4,2,2,European Literature
Sigmund Brouwer,3.856666666666667,3.8525,-0.004166666666666874,False,7,4,3,Fantasy
Simon Vestdijk,3.13,3.4050000000000002,0.27500000000000036,True,4,2,2,European Literature
Simone De Beauvoir,4.115,3.966666666666667,-0.14833333333333343,False,5,3,2,Nonfiction
Simone Van Der Vlugt,3.1900000000000004,3.6933333333333334,0.503333333333333,True,5,3,2,Thriller
Siri Hustvedt,3.733333333333333,3.825,0.09166666666666723,True,5,2,3,Fiction
So Hee Park,4.016666666666667,4.09,0.07333333333333325,True,4,1,3,Sequential Art
Sophie Jordan,3.723333333333333,3.8675,0.144166666666667,True,7,4,3,Romance
Sophie Littlefield,3.716666666666667,3.86,0.1433333333333331,True,4,1,3,Horror
Sophie Oak,4.185,4.09,-0.09499999999999975,False,7,1,6,Erotica
Sri Aurobindo,4.505,4.529999999999999,0.024999999999999467,True,4,2,2,Philosophy
Stacey Espino,3.766666666666667,3.95,0.18333333333333313,True,4,1,3,Erotica
Stafford Beer,4.18,4.366666666666666,0.18666666666666654,True,5,3,2,Science
"Stan Berenstain,Jan Berenstain",4.073333333333333,4.175,0.10166666666666657,True,5,2,3,Childrens
Stan Tekiela,4.45,4.4275,-0.022499999999999964,False,6,4,2,Reference
Stanley Weintraub,3.6133333333333333,3.55,-0.06333333333333346,False,4,1,3,History
Stefano Benni,3.6028571428571428,3.67,0.06714285714285717,True,9,2,7,Fiction
Stephan Pastis,4.335,3.92,-0.41500000000000004,False,5,1,4,Sequential Art
Stephanie Tyler,3.793333333333333,3.96,0.16666666666666696,True,4,1,3,Romance
Stephen B. Oates,3.9749999999999996,3.6,-0.37499999999999956,False,4,2,2,History
Stephen Baxter,3.665714285714286,3.75,0.08428571428571408,True,9,2,7,Science Fiction
Stephen Cole,3.535,3.82,0.2849999999999997,True,5,1,4,Media Tie In
Stephen King,3.9126086956521737,3.9299999999999997,0.017391304347825987,True,26,3,23,Horror
Stephen R. Lawhead,3.88,3.885,0.004999999999999893,True,6,2,4,Fantasy
Stephen Turnbull,3.7883333333333336,3.645,-0.14333333333333353,False,8,2,6,History
Stephen Venables,3.975,3.84,-0.13500000000000023,False,4,2,2,Nonfiction
Steve   Jackson,3.85,3.5549999999999997,-0.2950000000000004,False,6,2,4,Fantasy
Steve Alten,3.8433333333333333,3.52,-0.32333333333333325,False,4,1,3,Horror
Steve Berry,3.8800000000000003,3.93,0.04999999999999982,True,5,2,3,Fiction
Steve Jenkins,4.096666666666667,4.2250000000000005,0.12833333333333385,True,5,2,3,Childrens
Steve Martin,3.6100000000000003,3.72,0.10999999999999988,True,5,3,2,Fiction
Steven Brust,4.072727272727272,3.66,-0.41272727272727217,False,12,1,11,Fantasy
Steven E. Woodworth,4.14,3.73,-0.4099999999999997,False,4,2,2,Military History
Steven Harper,3.74,4.03,0.29000000000000004,True,5,1,4,Science Fiction
Steven Heine,3.5533333333333332,4.29,0.7366666666666668,True,4,1,3,Religion
Steven J. Zaloga,3.835,3.77,-0.06499999999999995,False,4,2,2,War
Steven L. Kent,3.84,4.2,0.3600000000000003,True,4,1,3,Science Fiction
Steven Pressfield,3.9966666666666666,3.9050000000000002,-0.09166666666666634,False,10,4,6,Historical
Stormie Omartian,4.505000000000001,4.43,-0.07500000000000107,False,5,3,2,Marriage
Stormy Glenn,3.8723076923076927,3.9699999999999998,0.09769230769230708,True,15,2,13,Romance
Stuart Woods,3.8871428571428575,4.0,0.11285714285714255,True,8,1,7,Mystery
Susan         Hill,3.9600000000000004,3.5533333333333332,-0.4066666666666672,False,6,3,3,Mystery
Susan Cooper,3.978,3.77,-0.20800000000000018,False,6,1,5,Fantasy
Susan Evans Mccloud,3.616521739130435,3.7325,0.11597826086956475,True,27,4,23,Lds
Susan Howatch,3.3675,4.11,0.7425000000000002,True,5,1,4,Gothic
Susan Laine,3.4575,3.09,-0.36750000000000016,False,5,1,4,Romance
Susan May Warren,4.0928571428571425,4.135,0.04214285714285726,True,9,2,7,Christian Fiction
Susan Napier,3.44,3.65,0.20999999999999996,True,8,1,7,Romance
Susan Sleeman,4.193333333333334,4.13,-0.06333333333333435,False,5,2,3,Romance
Susie Bright,3.8449999999999998,3.723333333333333,-0.12166666666666659,False,5,3,2,Sexuality
Suzanne Barclay,3.7975,3.87,0.07250000000000023,True,9,1,8,Romance
Suzanne Mcneill,4.1325,4.3,0.16749999999999954,True,6,2,4,Art
Suzanne Woods Fisher,4.325,4.365,0.040000000000000036,True,6,2,4,Amish
Suze Orman,3.6533333333333338,3.8200000000000003,0.16666666666666652,True,6,3,3,Economics
Sven Nordqvist,4.220000000000001,4.46,0.23999999999999932,True,6,1,5,Childrens
Sylvia Day,3.786,4.1075,0.3214999999999999,True,9,4,5,Romance
"Sã¶Ren Olsson,Anders Jacobsson",3.2439999999999998,3.3466666666666662,0.10266666666666646,True,8,3,5,Childrens
T.A. Chase,3.63,3.53,-0.10000000000000009,False,5,1,4,Romance
T.S. Eliot,4.216666666666667,3.67,-0.5466666666666669,False,4,1,3,Poetry
Tahir Shah,4.0225,4.01,-0.012500000000000178,False,5,1,4,Travel
Tana Hoban,3.606666666666667,3.52,-0.08666666666666689,False,5,2,3,Childrens
Tawny Weber,3.85,3.74,-0.10999999999999988,False,9,3,6,Romance
Ted Bell,4.029999999999999,3.95,-0.07999999999999918,False,4,2,2,Fiction
Ted Dekker,4.14,3.96875,-0.17124999999999968,False,13,8,5,Fantasy
"Ted Dekker,Tosca Lee",4.005,4.045,0.040000000000000036,True,4,2,2,Fantasy
Tedd Arnold,3.97625,4.19,0.21375000000000055,True,11,3,8,Childrens
Tere Liye,4.213333333333334,3.58,-0.6333333333333337,False,4,1,3,Novels
Terri Farley,4.19375,3.8,-0.3937499999999998,False,9,1,8,Animals
Terri Reed,4.0633333333333335,4.126,0.06266666666666687,True,8,5,3,Category Romance
Terry Brooks,3.9775,4.14,0.16249999999999964,True,17,1,16,Fantasy
"Terry Deary,Martin    Brown",4.03125,4.0,-0.03125,False,9,1,8,History
Terry Eagleton,3.83,3.7657142857142856,-0.0642857142857145,False,11,7,4,Nonfiction
Terry Pratchett,4.371666666666667,4.08,-0.29166666666666696,False,8,2,6,Fantasy
Terry Spear,4.1425,4.07,-0.07249999999999979,False,8,4,4,Romance
Tessa Radley,3.4033333333333338,3.23,-0.17333333333333378,False,5,2,3,Romance
The Silver Elves,4.7700000000000005,4.715,-0.055000000000000604,False,9,4,5,Religion
Thea Harrison,3.9928571428571433,4.23,0.2371428571428571,True,8,1,7,Romance
Thea Stilton,4.365,4.355,-0.009999999999999787,False,4,2,2,Mystery
Theresa Meyers,3.623333333333333,3.9450000000000003,0.3216666666666672,True,5,2,3,Science Fiction
Thich Nhat Hanh,4.293333333333334,4.1025,-0.19083333333333385,False,10,4,6,Religion
Thomas Bernhard,4.075,4.163333333333333,0.08833333333333293,True,5,3,2,Fiction
Thomas Cleary,3.9050000000000002,3.813333333333334,-0.09166666666666634,False,5,3,2,Religion
Thomas J. Craughwell,3.65,3.625,-0.02499999999999991,False,4,2,2,History
Thomas Paine,4.066666666666666,4.02,-0.046666666666666856,False,5,2,3,History
Thomas S. Monson,4.46,4.43,-0.03000000000000025,False,4,1,3,Religion
Thomas Sowell,4.3999999999999995,4.29,-0.10999999999999943,False,5,2,3,Economics
Thomas Watson,4.42,4.4399999999999995,0.019999999999999574,True,4,2,2,Christian
Tia Fielding,3.485,3.74,0.25500000000000034,True,5,1,4,Romance
Tiffany Reisz,4.358,4.49,0.13200000000000056,True,6,1,5,Erotica
Tim Green,4.275,3.83,-0.4450000000000003,False,5,1,4,Sports
Tim Severin,3.535,4.145,0.6099999999999994,True,4,2,2,Historical
Time-Life Books,3.6407692307692305,4.033571428571428,0.39280219780219783,True,27,14,13,Fantasy
Timothy Findley,3.8733333333333335,3.76,-0.11333333333333373,False,4,1,3,Fiction
Timothy J. Keller,4.3933333333333335,4.1850000000000005,-0.20833333333333304,False,5,2,3,Christian
Tom Holt,3.6839999999999997,3.785,0.10100000000000042,True,17,2,15,Fantasy
Tom Lanoye,3.4716666666666662,3.78,0.30833333333333357,True,7,1,6,Fiction
Tomi Ungerer,3.9325,4.31,0.3774999999999995,True,5,1,4,Childrens
Tomie Depaola,3.908,3.65,-0.258,False,9,4,5,Holiday
Toni Morrison,3.94,4.46,0.52,True,8,2,6,Fiction
Tori Carrington,3.6255555555555556,3.25,-0.37555555555555564,False,11,2,9,Romance
Tricia Goyer,4.3475,3.92,-0.4275000000000002,False,6,2,4,Amish
Trish Morey,3.41,3.435,0.02499999999999991,True,5,2,3,Category Romance
Trisha Leigh,3.97,4.0649999999999995,0.09499999999999931,True,4,2,2,Young Adult
Troy Denning,3.586,3.62,0.03400000000000025,True,7,2,5,Media Tie In
Umberto Eco,3.9600000000000004,3.836,-0.12400000000000055,False,11,5,6,Nonfiction
Ursula K. Le Guin,3.9722222222222223,4.0649999999999995,0.09277777777777718,True,13,4,9,Fantasy
Valentina Heart,3.546666666666667,3.665,0.11833333333333318,True,5,2,3,Romance
Valentina Luellen,3.6199999999999997,3.085,-0.5349999999999997,False,5,2,3,Romance
Valerie Hansen,4.08875,3.8333333333333335,-0.2554166666666666,False,11,3,8,Love Inspired
Vannetta Chapman,4.4,4.216666666666666,-0.18333333333333446,False,7,3,4,Amish
Various,3.6775,3.938,0.26049999999999995,True,9,5,4,Media Tie In
Velda Johnston,3.6233333333333335,3.5775,-0.04583333333333339,False,10,4,6,Mystery
Vern Sheridan Poythress,4.032,4.07,0.038000000000000256,True,6,1,5,Religion
Vicki Lewis Thompson,3.95,3.92,-0.03000000000000025,False,15,2,13,Romance
Victor Hugo,3.9433333333333334,4.07,0.12666666666666693,True,4,1,3,Classics
Victoria Laurie,4.05,4.13,0.08000000000000007,True,7,1,6,Mystery
Vilmos Kondor,3.995,3.995,0.0,False,4,2,2,Mystery
Violet Winspear,3.066,3.34,0.274,True,9,4,5,Harlequin
Virginia Smith,4.066666666666666,3.84,-0.22666666666666657,False,5,2,3,Love Inspired
Vladimir Nabokov,3.9749999999999996,3.983333333333333,0.008333333333333304,True,5,3,2,Fiction
W. Cleon Skousen,4.25,4.285,0.03500000000000014,True,4,2,2,Religion
W.B. Yeats,3.3000000000000003,3.8049999999999997,0.5049999999999994,True,5,2,3,Plays
W.E. Johns,3.865,3.76,-0.10500000000000043,False,6,2,4,Fiction
W.E.B. Griffin,4.221333333333333,4.33,0.10866666666666713,True,16,1,15,Fiction
Wallace Stegner,4.0325,4.02,-0.012500000000000178,False,5,1,4,Fiction
Walt Disney Company,3.886153846153846,4.414999999999999,0.5288461538461533,True,15,2,13,Childrens
Walter Brueggemann,4.146666666666667,4.175,0.028333333333332433,True,5,2,3,Religion
Walter Dean Myers,3.6666666666666665,3.5925000000000002,-0.07416666666666627,False,7,4,3,Young Adult
"Wanda Coven,Priscilla Burris",4.1466666666666665,4.293333333333333,0.1466666666666665,True,6,3,3,Childrens
Wendell Berry,4.326,4.261428571428572,-0.06457142857142806,False,12,7,5,Fiction
Wendy Doniger,3.3449999999999998,3.662,0.31700000000000017,True,7,5,2,Religion
Wilbert Awdry,3.8153846153846156,3.32,-0.49538461538461576,False,14,1,13,Childrens
"Wilbert Awdry,Richard Courtney",3.59,3.48,-0.10999999999999988,False,6,1,5,Childrens
Wilbur Smith,3.8649999999999998,4.1866666666666665,0.32166666666666677,True,7,3,4,Fiction
Willem Frederik Hermans,3.4579999999999997,3.5928571428571425,0.1348571428571428,True,12,7,5,Literature
William Barclay,4.3,4.245,-0.054999999999999716,False,4,2,2,Religion
William Bernhardt,3.9522222222222223,3.9433333333333334,-0.008888888888888946,False,12,3,9,Mystery
William Blake,4.196666666666666,4.2,0.0033333333333338544,True,4,1,3,Poetry
William C. Dietz,3.7550000000000003,3.79,0.0349999999999997,True,7,1,6,Science Fiction
William Dalrymple,4.133333333333334,4.140000000000001,0.006666666666666821,True,5,2,3,History
William Durbin,3.8333333333333335,3.78,-0.05333333333333368,False,4,1,3,Historical
William Faulkner,3.8433333333333333,3.795,-0.04833333333333334,False,8,2,6,Fiction
William Fulton,4.086666666666667,3.745,-0.3416666666666668,False,5,2,3,Science
William H. Gass,4.1325,3.838,-0.2945000000000002,False,9,5,4,Writing
William Hartston,3.94,3.715,-0.2250000000000001,False,4,2,2,Games
William King,3.7900000000000005,4.005,0.2149999999999994,True,5,2,3,Science Fiction
"William Moulton Marston,Harry G. Peter",3.8525,4.195,0.34250000000000025,True,6,2,4,Sequential Art
William Poundstone,3.66,3.845,0.18500000000000005,True,4,2,2,Nonfiction
William Safire,3.775,4.045,0.27,True,6,4,2,Nonfiction
William Shakespeare,3.49,3.8200000000000003,0.33000000000000007,True,5,3,2,Plays
William Trevor,3.7479999999999998,3.685,-0.06299999999999972,False,7,2,5,Fiction
"William W. Johnstone,J.A. Johnstone",4.16,4.07,-0.08999999999999986,False,8,1,7,Westerns
Winnie Griggs,3.973333333333333,4.08,0.10666666666666691,True,4,1,3,Romance
Witold Rybczynski,3.6533333333333338,3.9050000000000002,0.2516666666666665,True,5,2,3,Nonfiction
Wizards Of The Coast,4.090000000000001,3.07,-1.020000000000001,False,6,1,5,Role Playing Games
Wole Soyinka,3.9787500000000002,3.7920000000000003,-0.18674999999999997,False,13,5,8,Cultural
"Wu Cheng'En,Anthony C. Yu",4.34,4.05,-0.29000000000000004,False,5,2,3,Fiction
Yasmine Galenorn,4.180000000000001,4.18,-8.881784197001252e-16,False,7,2,5,Fantasy
Yaåÿar Kemal,4.523333333333333,4.48,-0.043333333333333,False,4,1,3,Asian Literature
Yvonne Lindsay,3.475,3.6,0.125,True,7,1,6,Romance
Zakes Mda,3.63,3.915,0.28500000000000014,True,4,2,2,Fiction
Zane Grey,3.866904761904762,4.28,0.4130952380952384,True,43,1,42,Westerns
