author,Hauptgenre_Avg,GenreWechsel_Avg,Differenz,Wechsel_besser,total_books,switch_books,main_genre_books,main_genre
Don Delillo,3.6759999999999997,3.72,0.04400000000000048,True,6,1,5,Fiction
Don Webb,4.3149999999999995,3.925,-0.3899999999999997,False,4,2,2,Occult
Donald Ervin Knuth,4.418,4.125,-0.29300000000000015,False,9,4,5,Science
Donald Spoto,3.9233333333333333,3.95,0.02666666666666684,True,5,2,3,Biography
"Donald Stokes,Lillian Stokes",4.4175,4.1000000000000005,-0.3174999999999999,False,7,3,4,Animals
Donna Grant,4.314,4.3020000000000005,-0.011999999999999567,False,10,5,5,Fantasy
Donna Hill,4.241538461538462,4.27,0.02846153846153765,True,14,1,13,Romance
Donna Kauffman,3.560909090909091,3.42,-0.1409090909090911,False,12,1,11,Romance
Donna Leon,3.6633333333333336,3.49,-0.17333333333333334,False,4,1,3,Mystery
Doreen Virtue,4.4425,4.147142857142858,-0.2953571428571422,False,11,7,4,Occult
Dorien Grey,4.105714285714286,4.22,0.11428571428571388,True,8,1,7,Mystery
Doris Lessing,3.99,3.8366666666666664,-0.15333333333333377,False,5,3,2,Short Stories
Dorothy Clark,3.926666666666667,3.94,0.013333333333332753,True,4,1,3,Category Romance
Douglas Niles,3.555,3.6666666666666665,0.11166666666666636,True,7,3,4,Games
"Douglas Preston,Lincoln Child",4.0024999999999995,4.073333333333333,0.07083333333333375,True,7,3,4,Thriller
Douglas Wilson,4.2,4.1425,-0.05750000000000011,False,8,4,4,Religion
Dudley Pope,4.1225,4.19,0.06750000000000078,True,5,1,4,Historical
E.T.A. Hoffmann,3.6166666666666667,3.85,0.2333333333333334,True,4,1,3,Classics
Earlene Fowler,4.0225,3.95,-0.07249999999999979,False,5,1,4,Mystery
Ed Emberley,4.465,4.115,-0.34999999999999964,False,8,4,4,Art
Ed Greenwood,4.013333333333333,3.78,-0.23333333333333295,False,4,1,3,Dungeons and Dragons
Edgar Allan Poe,3.9,3.6300000000000003,-0.2699999999999996,False,6,3,3,Horror
Edgar Rice Burroughs,3.7600000000000002,3.768,0.007999999999999563,True,12,5,7,Science Fiction
Edmund White,3.743333333333333,3.83,0.08666666666666689,True,11,2,9,Fiction
Edna O'Brien,3.605,3.615,0.010000000000000231,True,4,2,2,Fiction
Edward  Marston,3.9507692307692306,3.87,-0.08076923076923048,False,15,2,13,Mystery
Edward Abbey,4.15,4.199999999999999,0.049999999999998934,True,4,2,2,Nonfiction
Edward Conze,3.9299999999999997,3.74,-0.1899999999999995,False,4,1,3,Religion
Edward Gorey,4.153333333333333,4.3,0.1466666666666665,True,4,1,3,Art
Edward Hallett Carr,4.002000000000001,4.08,0.0779999999999994,True,6,1,5,History
Edward J. Stackpole,3.6633333333333336,3.6,-0.06333333333333346,False,4,1,3,History
Elinor M. Brent-Dyer,3.9486440677966104,3.9,-0.04864406779661046,False,60,1,59,Childrens
Elisabeth Elliot,4.363,4.175,-0.1880000000000006,False,12,2,10,Christian
Elisabeth Fairchild,3.4599999999999995,3.06,-0.39999999999999947,False,4,1,3,Historical
Elisabeth Naughton,4.279999999999999,4.1450000000000005,-0.1349999999999989,False,4,2,2,Fantasy
Elizabeth  George,3.83,3.94,0.10999999999999988,True,4,1,3,Mystery
Elizabeth  Hunter,2.8049999999999997,3.135,0.33000000000000007,True,4,2,2,Harlequin
Elizabeth Bear,3.736666666666667,3.5700000000000003,-0.16666666666666652,False,5,2,3,Fantasy
Elizabeth Berg,3.7285714285714286,3.8,0.07142857142857117,True,9,2,7,Fiction
Elizabeth George,4.39,4.255,-0.1349999999999998,False,5,2,3,Christian
Elizabeth Hallam,3.8499999999999996,3.35,-0.49999999999999956,False,4,2,2,History
Elizabeth Hand,3.925,3.755,-0.16999999999999993,False,6,4,2,Short Stories
Elizabeth Lane,3.686,3.6333333333333333,-0.05266666666666664,False,8,3,5,Romance
Elizabeth Mansfield,3.721,4.08,0.359,True,11,1,10,Romance
Elizabeth Moon,4.216666666666666,4.09,-0.12666666666666604,False,4,1,3,Fantasy
Elizabeth Warnock Fernea,4.1,3.8449999999999998,-0.2549999999999999,False,4,2,2,Nonfiction
Elizabeth Wein,4.1325,3.81,-0.32250000000000023,False,5,1,4,Historical
Elle James,3.436666666666667,3.505,0.06833333333333291,True,5,2,3,Romance
Eloisa James,3.6799999999999997,3.62,-0.05999999999999961,False,6,1,5,Romance
Elsa Beskow,3.626666666666667,2.86,-0.766666666666667,False,4,1,3,Childrens
Emilie Rose,3.5366666666666666,3.473333333333333,-0.06333333333333346,False,9,3,6,Romance
Emily Belle Freeman,4.425,4.47,0.04499999999999993,True,5,3,2,Religion
Emily Mckay,3.49,3.56,0.06999999999999984,True,4,2,2,Romance
Emma Darcy,3.4283333333333332,3.335,-0.09333333333333327,False,26,14,12,Romance
Emma Holly,3.85,3.8366666666666664,-0.013333333333333641,False,5,3,2,Fantasy
Emma Newman,3.8533333333333335,3.56,-0.29333333333333345,False,4,1,3,Fantasy
Emmuska Orczy,3.935,4.33,0.395,True,7,1,6,Classics
Eric Hill,3.8499999999999996,3.745,-0.10499999999999954,False,4,2,2,Childrens
Eric J. Wittenberg,4.0,3.46,-0.54,False,4,1,3,Military History
Eric Newby,3.892857142857143,3.5,-0.3928571428571428,False,8,1,7,Travel
Eric Walters,4.03,3.6133333333333333,-0.41666666666666696,False,5,3,2,Young Adult
Erin Hunter,4.322666666666667,4.27,-0.052666666666667084,False,16,1,15,Fantasy
Ernest Hemingway,3.3733333333333335,3.99,0.6166666666666667,True,5,2,3,Fiction
Ethan Long,3.918,3.35,-0.5680000000000001,False,6,1,5,Childrens
Eudora Welty,3.9839999999999995,3.7024999999999997,-0.28149999999999986,False,9,4,5,Short Stories
Eva Wiseman,3.49,3.87,0.3799999999999999,True,4,2,2,Historical
Eve Langlais,3.93375,3.8783333333333334,-0.05541666666666645,False,14,6,8,Fantasy
Eã§A De Queirã³S,3.83,3.7350000000000003,-0.09499999999999975,False,4,2,2,Classics
F. Scott Fitzgerald,3.8925,3.8166666666666664,-0.07583333333333364,False,7,3,4,Classics
Faith Ringgold,3.8800000000000003,3.99,0.10999999999999988,True,4,1,3,Childrens
Fay Weldon,3.3533333333333335,3.575,0.22166666666666668,True,5,2,3,Historical
Federico Garcã­A Lorca,3.6133333333333333,3.953333333333333,0.33999999999999986,True,6,3,3,Plays
"Felix Hã¡J,Andrej Kovã¡ÄIk",3.823333333333333,3.68,-0.14333333333333265,False,4,1,3,European Literature
Fiona Harper,3.468,3.4,-0.06800000000000006,False,6,1,5,Romance
Forrest Carter,4.053333333333334,4.12,0.06666666666666643,True,4,1,3,Westerns
Francesca Lia Block,3.845714285714286,3.6933333333333334,-0.15238095238095273,False,10,3,7,Young Adult
Frank E. Peretti,4.15,3.76,-0.39000000000000057,False,4,1,3,Christian Fiction
Frank Yerby,3.8920000000000003,4.16,0.2679999999999998,True,6,1,5,Historical
Fred Saberhagen,3.854,3.703333333333333,-0.15066666666666695,False,13,3,10,Fantasy
Fred Vargas,4.0,3.59,-0.41000000000000014,False,5,1,4,Mystery
Frederick Forsyth,3.771666666666667,3.69,-0.081666666666667,False,7,1,6,Fiction
Friedrich Schiller,3.58,3.76,0.17999999999999972,True,5,1,4,Classics
Fritz Leiber,4.078333333333333,3.6519999999999997,-0.42633333333333345,False,11,5,6,Fantasy
Fulton J. Sheen,4.5600000000000005,4.49,-0.07000000000000028,False,6,1,5,Christianity
G.A. Hauser,3.5519999999999996,3.54,-0.011999999999999567,False,6,1,5,Romance
G.B. Trudeau,4.044,3.9524999999999997,-0.09149999999999991,False,9,4,5,Sequential Art
G.K. Beale,4.29,4.09,-0.20000000000000018,False,4,1,3,Religion
G.R. Evans,3.635,3.0549999999999997,-0.5800000000000001,False,4,2,2,History
Gabriele D'Annunzio,3.51,3.8649999999999998,0.355,True,4,2,2,Classics
Gabrielle Evans,3.7849999999999997,3.9481818181818182,0.16318181818181854,True,29,11,18,Romance
Gail Carriger,4.074,4.23,0.15600000000000058,True,6,1,5,Science Fiction
Gail Gibbons,3.776666666666667,4.02,0.24333333333333274,True,4,1,3,Childrens
Garry Kilworth,3.956666666666667,4.2,0.24333333333333318,True,4,1,3,Fantasy
Gary Chapman,4.025,4.32,0.29499999999999993,True,5,1,4,Marriage
Gary Russell,3.71,4.595000000000001,0.8850000000000007,True,4,2,2,Media Tie In
Gav Thorpe,3.728,3.77,0.041999999999999815,True,6,1,5,Science Fiction
Gay Talese,3.8975,4.44,0.5425000000000004,True,5,1,4,Nonfiction
Gena Showalter,4.04,4.1275,0.08750000000000036,True,12,4,8,Romance
Gene Logsdon,4.12,4.01,-0.11000000000000032,False,6,4,2,Science
George B. Schaller,4.035,4.103333333333333,0.06833333333333247,True,5,3,2,Environment
George Barna,3.46,3.5500000000000003,0.0900000000000003,True,5,3,2,Christianity
George Lipsitz,3.685,3.9850000000000003,0.30000000000000027,True,4,2,2,History
George R.R. Martin,4.38375,3.94,-0.4437500000000001,False,9,1,8,Fantasy
George Weigel,4.06,3.7249999999999996,-0.33499999999999996,False,4,2,2,Christianity
Georges Simenon,3.83,3.5866666666666664,-0.24333333333333362,False,7,3,4,Mystery
"Georges Simenon,Daphne Woodward",3.82,3.58,-0.23999999999999977,False,4,1,3,Mystery
"Georges Simenon,Jean Stewart",3.7350000000000003,3.49,-0.2450000000000001,False,4,2,2,Mystery
Gerald Durrell,4.1075,3.79,-0.3174999999999999,False,9,1,8,Nonfiction
Gerald M. Edelman,4.12,3.635,-0.4850000000000003,False,4,2,2,Biology
Gerald N. Lund,3.8449999999999998,4.516666666666667,0.6716666666666669,True,5,3,2,Lds
Geraldine Mccaughrean,3.6166666666666667,3.8600000000000003,0.24333333333333362,True,5,2,3,Historical
Geronimo Stilton,4.13,4.25,0.1200000000000001,True,5,2,3,Childrens
Gerri Hill,4.1259999999999994,4.073333333333333,-0.052666666666666195,False,8,3,5,LGBT
Gilbert Morris,4.033333333333333,4.005,-0.02833333333333332,False,5,2,3,Christian Fiction
Gillian Bradshaw,4.044,3.92,-0.12399999999999967,False,8,3,5,Historical
Goenawan Mohamad,3.7880000000000003,4.01,0.22199999999999953,True,6,1,5,Asian Literature
Gordon D. Fee,4.260000000000001,4.42,0.15999999999999925,True,4,1,3,Religion
Gordon Korman,3.9500000000000006,3.865,-0.08500000000000041,False,11,8,3,Adventure
Graeme Fife,2.94,3.52,0.5800000000000001,True,5,2,3,Sports
Graham Greene,3.76,3.6,-0.1599999999999997,False,4,1,3,Fiction
Graham Mcneill,3.922857142857143,3.7979999999999996,-0.12485714285714344,False,12,5,7,Science Fiction
Greg Cox,3.9450000000000003,3.8600000000000003,-0.08499999999999996,False,6,4,2,Fiction
Greg Rucka,3.9799999999999995,3.7649999999999997,-0.21499999999999986,False,4,2,2,Fiction
Gun Brooke,3.986666666666667,3.8,-0.18666666666666698,False,4,1,3,LGBT
Guy De Maupassant,3.983333333333333,3.6133333333333333,-0.36999999999999966,False,6,3,3,Short Stories
Guy Haley,3.83,3.88,0.04999999999999982,True,4,2,2,Science Fiction
Gwynne Forster,3.9346666666666668,3.88,-0.05466666666666686,False,16,1,15,Romance
H.W. Brands,4.0525,3.4299999999999997,-0.6225000000000005,False,6,2,4,Biography
Hal Foster,4.164,3.83,-0.33399999999999963,False,7,2,5,Art
Hal Leonard Corporation,4.105,4.205,0.09999999999999964,True,8,2,6,Music
Hannah Alexander,3.975,3.9225000000000003,-0.05249999999999977,False,6,4,2,Christian Fiction
Harlow Giles Unger,4.045,3.9800000000000004,-0.0649999999999995,False,4,2,2,History
Harold Bloom,4.0024999999999995,3.755,-0.2474999999999996,False,12,8,4,Criticism
Harry Harrison,3.61625,3.45,-0.1662499999999998,False,9,1,8,Science Fiction
Harry Turtledove,3.7254838709677416,3.7830769230769232,0.05759305210918164,True,44,13,31,Science Fiction
Harvard Business School Press,3.78,3.59,-0.18999999999999995,False,6,1,5,Business
Heather Graham,3.9758333333333336,3.8480000000000003,-0.12783333333333324,False,17,5,12,Fantasy
Heidi Betts,3.64,3.645,0.004999999999999893,True,4,2,2,Category Romance
"Heinrich Bã¶Ll,Leila Vennewitz",3.98,3.72,-0.2599999999999998,False,4,1,3,Fiction
Helen Bianchin,3.5766666666666667,3.16,-0.4166666666666665,False,7,1,6,Category Romance
Helen Brooks,3.495,3.2699999999999996,-0.22500000000000053,False,4,2,2,Romance
Helen Dunmore,3.9466666666666668,3.13,-0.8166666666666669,False,4,1,3,Fantasy
Hella S. Haasse,3.3666666666666667,3.408333333333333,0.04166666666666652,True,9,6,3,European Literature
Henri J.M. Nouwen,4.296666666666667,4.4,0.1033333333333335,True,5,2,3,Spirituality
Henry Cloud,4.109999999999999,4.0725,-0.037499999999999645,False,6,4,2,Self Help
Henry James,3.453333333333333,3.49,0.03666666666666707,True,4,1,3,Classics
Herman Brusselmans,3.4316666666666666,3.1300000000000003,-0.3016666666666663,False,12,6,6,Fiction
Herman Wouk,3.8625000000000003,4.08,0.2174999999999998,True,5,1,4,Fiction
"Hideyuki Kikuchi,Yoshitaka Amano,Kevin Leahy",4.026,4.14,0.11399999999999988,True,11,1,10,Fantasy
Hilary Mantel,3.643333333333333,4.135,0.4916666666666667,True,5,2,3,Fiction
Hilman Hariwijaya,3.4766666666666666,3.44,-0.036666666666666625,False,4,1,3,Asian Literature
"Hiromu Arakawa,Akira Watanabe",4.6433333333333335,4.56,-0.08333333333333393,False,4,1,3,Sequential Art
Honorã© De Balzac,3.6783333333333332,3.535,-0.1433333333333331,False,12,6,6,Classics
Hope C. Tarr,3.4875,3.45,-0.037499999999999645,False,5,1,4,Romance
Hope White,4.0649999999999995,3.92,-0.14499999999999957,False,4,2,2,Category Romance
Howard Zinn,4.256,3.95,-0.30600000000000005,False,7,2,5,History
Hugh Johnson,3.7075,3.33,-0.37749999999999995,False,5,1,4,Alcohol
Hã¥Kan Nesser,3.74,3.47,-0.27,False,5,3,2,Mystery
Iain H. Murray,4.415,4.21,-0.20500000000000007,False,5,1,4,Biography
Iain M. Duguid,4.205,4.41,0.20500000000000007,True,4,2,2,Religion
Ian Jack,3.8800000000000003,3.66,-0.2200000000000002,False,4,1,3,Fiction
Ian Watson,3.5400000000000005,3.65,0.10999999999999943,True,4,1,3,Science Fiction
Ilona Andrews,4.276,4.26,-0.016000000000000014,False,6,1,5,Fantasy
Irene Hannon,4.098888888888889,4.2175,0.118611111111111,True,13,4,9,Category Romance
Iris Murdoch,3.76,3.95,0.1900000000000004,True,7,1,6,Fiction
Irving Stone,4.026666666666666,4.075,0.04833333333333378,True,5,2,3,Historical
Isaac Asimov,4.101666666666667,4.1325,0.030833333333333712,True,10,4,6,Science
Isaac Bashevis Singer,3.9699999999999998,3.79,-0.17999999999999972,False,4,2,2,Short Stories
Isabel Sharpe,3.5100000000000002,3.465,-0.04500000000000037,False,7,2,5,Romance
Ivan Vladislaviä‡,3.9433333333333334,3.61,-0.3333333333333335,False,4,1,3,Southern Africa
J. Bernlef,3.274,3.89,0.6160000000000001,True,6,1,5,Literature
"J. Lynn,Jennifer L. Armentrout",3.89,3.73,-0.16000000000000014,False,4,1,3,Romance
J.A. Jance,4.016666666666667,3.99,-0.026666666666666394,False,4,1,3,Mystery
J.C. Ryle,4.505,4.543333333333333,0.03833333333333311,True,5,3,2,Religion
J.I. Packer,4.296666666666667,4.026666666666666,-0.27000000000000046,False,6,3,3,Religion
J.L. Merrow,3.642857142857143,3.39,-0.25285714285714267,False,8,1,7,Romance
J.M. Coetzee,3.72,3.93,0.20999999999999996,True,4,1,3,Fiction
J.M. Snyder,3.624,3.8200000000000003,0.19600000000000017,True,8,3,5,Romance
J.R. Ward,4.24,4.17,-0.07000000000000028,False,4,1,3,Fantasy
"Jack Canfield,Mark Victor Hansen",4.035,4.081666666666667,0.046666666666666856,True,10,6,4,Nonfiction
"Jack Canfield,Mark Victor Hansen,Kimberly Kirberger",4.003333333333333,4.01,0.006666666666666821,True,4,1,3,Nonfiction
Jack Higgins,3.7575,3.86,0.10250000000000004,True,7,3,4,Thriller
Jack Mapanje,3.992,4.43,0.4379999999999997,True,6,1,5,Poetry
Jack Weyland,3.59625,3.61,0.013749999999999929,True,9,1,8,Lds
Jackie French,4.0225,4.25,0.22750000000000004,True,5,1,4,Historical
Jaime Samms,3.5725,3.7,0.1275000000000004,True,5,1,4,Romance
James A. Michener,4.1925,4.12,-0.07249999999999979,False,6,2,4,Historical
James D.G. Dunn,3.9775,4.1450000000000005,0.16750000000000043,True,6,2,4,Religion
James Ellroy,3.692,3.76,0.06799999999999962,True,6,1,5,Mystery
James Grippando,3.895,3.785,-0.10999999999999988,False,4,2,2,Mystery
James Gurney,4.17,4.24,0.07000000000000028,True,6,2,4,Fantasy
James Howard Kunstler,3.876666666666667,3.495,-0.3816666666666668,False,5,2,3,Nonfiction
James Joyce,3.505,3.7099999999999995,0.20499999999999963,True,5,3,2,Short Stories
James Lee Burke,4.1125,3.89,-0.2224999999999997,False,5,1,4,Mystery
James Mayhew,4.246666666666667,3.9400000000000004,-0.30666666666666664,False,5,2,3,Art
James Patterson,3.975,3.9659999999999997,-0.009000000000000341,False,15,5,10,Mystery
James Swallow,3.921666666666667,3.775,-0.14666666666666694,False,8,2,6,Science Fiction
Jamie Carie,3.8,3.6766666666666663,-0.12333333333333352,False,5,3,2,Romance
"Jamie Lee Curtis,Laura Cornell",4.0575,4.23,0.17250000000000032,True,5,1,4,Childrens
Jan Brett,4.0275,4.04,0.012500000000000178,True,6,2,4,Childrens
Jan Hudson,3.9050000000000002,3.6900000000000004,-0.21499999999999986,False,4,2,2,Category Romance
Jan Karon,4.233333333333333,3.89,-0.34333333333333327,False,4,1,3,Fiction
Jana Downs,3.7079999999999997,3.685,-0.022999999999999687,False,7,2,5,Romance
Jana Oliver,3.9800000000000004,4.24,0.2599999999999998,True,4,1,3,Young Adult
Jane Aiken Hodge,3.8000000000000003,3.885,0.08499999999999952,True,7,4,3,Gothic
"Jane O'Connor,Robin Preiss Glasser",4.13,4.05,-0.08000000000000007,False,7,1,6,Childrens
Jane Porter,3.545,3.62,0.07500000000000018,True,11,5,6,Category Romance
Jane Smiley,4.05,3.58,-0.46999999999999975,False,4,2,2,Animals
Jane Yolen,3.6675,4.05,0.38249999999999984,True,9,1,8,Fantasy
"Jane Yolen,Mark Teague",3.968571428571429,3.87,-0.09857142857142875,False,8,1,7,Childrens
Janet Evanovich,3.9219999999999997,3.6999999999999997,-0.22199999999999998,False,8,3,5,Mystery
Janet Morgan Stoeke,3.7266666666666666,3.89,0.16333333333333355,True,7,1,6,Childrens
Janet Tronstad,4.0633333333333335,4.16,0.09666666666666668,True,10,1,9,Category Romance
Janice Kay Johnson,3.7733333333333334,3.78,0.0066666666666663765,True,4,1,3,Category Romance
Janice Maynard,3.7750000000000004,3.69,-0.08500000000000041,False,5,1,4,Romance
Jarrett J. Krosoczka,4.253333333333333,3.77,-0.48333333333333295,False,7,4,3,Sequential Art
Jayne Rylon,4.124,4.1274999999999995,0.0034999999999998366,True,9,4,5,Erotica
"Jean Craighead George,Wendell Minor",3.955,4.04,0.08499999999999996,True,4,2,2,Fiction
Jean Johnson,4.05,3.97,-0.07999999999999963,False,4,2,2,Science Fiction
Jean Plaidy,3.8896666666666664,3.95,0.060333333333333794,True,31,1,30,Historical
Jean Ure,3.448571428571429,4.25,0.8014285714285712,True,8,1,7,Childrens
Jean-Paul Sartre,3.986666666666667,3.92,-0.06666666666666687,False,7,4,3,Philosophy
Jeanette Battista,3.855,4.015,0.1599999999999997,True,4,2,2,Fantasy
Jeanette Murray,3.8366666666666664,3.93,0.09333333333333371,True,4,1,3,Romance
Jeanette Winter,3.985,3.86,-0.125,False,8,2,6,Childrens
Jeanette Winterson,3.9,3.742,-0.15799999999999992,False,11,5,6,Fiction
Jeaniene Frost,4.055,4.166666666666667,0.11166666666666725,True,7,3,4,Fantasy
Jeanne Betancourt,3.7380000000000004,3.74,0.0019999999999997797,True,6,1,5,Animals
Jeff Grubb,3.5700000000000003,3.815,0.24499999999999966,True,4,2,2,Sequential Art
Jeffrey Brown,4.09,3.915,-0.17499999999999982,False,4,2,2,Humor
Jeffrey R. Holland,4.6025,4.65,0.04750000000000032,True,5,1,4,Religion
Jenna Kernan,3.8866666666666667,3.83,-0.05666666666666664,False,4,1,3,Romance
Jennie Hansen,3.811,3.42,-0.391,False,11,1,10,Lds
Jennie Lucas,3.59,3.6,0.010000000000000231,True,6,1,5,Category Romance
Jennifer Ashley,4.002222222222222,4.0600000000000005,0.057777777777778816,True,11,2,9,Romance
Jennifer Chiaverini,3.88,3.9675000000000002,0.08750000000000036,True,8,4,4,Fiction
Jennifer Estep,4.165,3.893333333333333,-0.27166666666666694,False,12,6,6,Fantasy
Jennifer Harlow,3.986666666666667,3.83,-0.15666666666666673,False,4,1,3,Fantasy
Jennifer Johnston,3.643333333333333,3.725,0.081666666666667,True,5,2,3,Cultural
Jennifer L. Armentrout,4.205,4.47,0.2649999999999997,True,7,1,6,Young Adult
Jennifer Labrecque,3.6675,3.81,0.14250000000000007,True,9,1,8,Romance
Jennifer Lewis,3.4166666666666665,3.2800000000000002,-0.13666666666666627,False,8,2,6,Romance
Jennifer Lynn Barnes,3.8449999999999998,4.16,0.3150000000000004,True,5,1,4,Young Adult
Jennifer Morey,3.8125,3.81,-0.0024999999999999467,False,5,1,4,Romance
Jennifer Weiner,3.628,3.77,0.1419999999999999,True,6,1,5,Womens Fiction
Jenny Colgan,3.7299999999999995,3.84,0.11000000000000032,True,6,1,5,Womens Fiction
Jeroen Brouwers,3.41,3.36,-0.050000000000000266,False,4,2,2,Fiction
Jerome Bruner,4.013333333333333,4.029999999999999,0.016666666666666607,True,5,2,3,Education
Jerome Murphy-O'Connor,3.935,3.8449999999999998,-0.0900000000000003,False,4,2,2,Christianity
Jerry Bridges,4.28,4.3,0.019999999999999574,True,4,1,3,Christian
Jerry S. Eicher,4.17,4.25,0.08000000000000007,True,10,1,9,Amish
Jerry Spinelli,3.705,3.605,-0.10000000000000009,False,4,2,2,Realistic Fiction
Jessica Hart,3.6875,3.58,-0.10749999999999993,False,6,2,4,Romance
Jessica Sorensen,3.9899999999999998,4.0,0.010000000000000231,True,9,4,5,Fantasy
Jessica Steele,3.41,3.49,0.08000000000000007,True,7,2,5,Romance
Jet Mykles,3.7275,3.99,0.2625000000000002,True,5,1,4,Romance
Jill Lepore,3.59,3.8899999999999997,0.2999999999999998,True,4,2,2,Nonfiction
Jillian Hart,4.003333333333333,4.11375,0.11041666666666661,True,14,8,6,Romance
Jillian Stone,3.74,3.563333333333333,-0.1766666666666672,False,7,3,4,Romance
Jim Arnosky,3.963333333333333,4.37,0.4066666666666672,True,4,1,3,Childrens
Jim Benton,4.0600000000000005,4.153333333333333,0.09333333333333282,True,5,3,2,Humor
Jim Davis,4.2058536585365855,3.96,-0.24585365853658558,False,43,2,41,Sequential Art
Jim Toomey,4.353333333333333,4.4,0.046666666666667744,True,5,2,3,Sequential Art
Jim Winchester,4.486666666666667,4.38,-0.10666666666666735,False,4,1,3,Nonfiction
Jo Leigh,3.5608333333333335,3.05,-0.5108333333333337,False,13,1,12,Romance
Joan Smith,3.53,3.6733333333333333,0.14333333333333353,True,8,3,5,Historical
Joanne Fluke,3.8166666666666664,4.13,0.31333333333333346,True,4,1,3,Mystery
Joanne Rock,3.4925,3.6550000000000002,0.1625000000000001,True,12,4,8,Romance
Jodi Redford,3.796666666666667,3.83,0.033333333333333215,True,4,1,3,Fantasy
Jodi Thomas,4.09,4.16,0.07000000000000028,True,4,1,3,Romance
Jody Lynn Nye,3.86,3.73,-0.1299999999999999,False,4,1,3,Fantasy
Joe Dever,3.4983333333333335,3.8575,0.3591666666666664,True,10,4,6,Games
"Joe Dever,Brian Williams",3.7836363636363632,4.11,0.3263636363636371,True,12,1,11,Fantasy
Joe Nickell,3.09,3.7099999999999995,0.6199999999999997,True,5,3,2,Nonfiction
Joe R. Lansdale,3.8957142857142855,4.034000000000001,0.13828571428571523,True,12,5,7,Horror
Joel Osteen,4.343333333333333,4.14,-0.20333333333333314,False,4,1,3,Nonfiction
Joey W. Hill,4.082,4.052,-0.03000000000000025,False,10,5,5,Erotica
Johann Wolfgang Von Goethe,3.3875,3.5966666666666662,0.20916666666666606,True,7,3,4,Classics
Johanne Hildebrandt,3.59,3.48,-0.10999999999999988,False,4,2,2,Historical
John  Gardner,3.47,3.4,-0.07000000000000028,False,6,1,5,Fiction
John Barth,3.9399999999999995,3.77,-0.16999999999999948,False,4,2,2,Fiction
John Buchan,3.6733333333333333,3.91,0.2366666666666668,True,4,1,3,Fiction
John Byrne,3.1775,3.71,0.5324999999999998,True,6,2,4,Sequential Art
John C. Lennox,4.176666666666667,4.31,0.13333333333333286,True,4,1,3,Science
"John D. Fitzgerald,Mercer Mayer",4.233333333333333,4.17,-0.06333333333333346,False,4,1,3,Childrens
John Daido Loori,4.256666666666667,4.08,-0.17666666666666675,False,4,1,3,Religion
John E. Goldingay,3.8425000000000002,4.16,0.3174999999999999,True,5,1,4,Reference
John F. Macarthur Jr.,4.318333333333333,4.343846153846154,0.025512820512820333,True,19,13,6,Christian
John Francome,3.9275,3.98,0.05249999999999977,True,5,1,4,Mystery
John Gierach,4.329999999999999,4.33,8.881784197001252e-16,True,4,1,3,Nature
John Gray,3.795,3.715,-0.08000000000000007,False,4,2,2,Self Help
John Grisham,3.7671428571428573,3.995,0.22785714285714276,True,9,2,7,Fiction
John Matthews,3.8000000000000003,3.932857142857143,0.13285714285714256,True,10,7,3,Nonfiction
John Michael Greer,4.22,3.9899999999999998,-0.22999999999999998,False,6,4,2,Religion
John Shirley,3.9539999999999997,3.746,-0.20799999999999974,False,10,5,5,Science Fiction
John Updike,3.5549999999999997,4.17,0.6150000000000002,True,7,1,6,Fiction
John Vornholt,3.8066666666666666,3.4599999999999995,-0.3466666666666671,False,6,3,3,Fantasy
John W. Welch,4.03,3.96,-0.07000000000000028,False,4,1,3,Christianity
Jon Pickens,3.953333333333333,3.87,-0.08333333333333304,False,4,1,3,Games
Jonas Gardell,3.9766666666666666,3.61,-0.3666666666666667,False,4,1,3,Fiction
Jonathan Lethem,3.5700000000000003,3.594,0.023999999999999577,True,8,5,3,Fiction
"Jonathan London,Frank Remkiewicz",3.976,3.8150000000000004,-0.1609999999999996,False,7,2,5,Childrens
Jonathan Maberry,4.15875,4.26,0.1012499999999994,True,9,1,8,Horror
Joni Hilton,3.76,3.885,0.125,True,6,2,4,Lds
Jorge Luis Borges,3.825,4.215,0.3899999999999997,True,4,2,2,Short Stories
Jory Strong,3.7750000000000004,3.85,0.07499999999999973,True,5,3,2,Adult Fiction
Joscelyn Godwin,4.0,4.055,0.054999999999999716,True,6,4,2,Occult
Joseph Conrad,3.76,3.52,-0.23999999999999977,False,4,2,2,Fiction
Joseph Heller,3.5975,3.98,0.38249999999999984,True,5,1,4,Fiction
Joseph O'Connor,3.7800000000000002,3.66,-0.1200000000000001,False,5,3,2,Fiction
Joseph Telushkin,4.41,3.96,-0.4500000000000002,False,4,1,3,Religion
Josephine Myles,3.6833333333333336,3.69,0.0066666666666663765,True,4,1,3,Romance
Josi S. Kilpack,3.77,3.8575,0.08749999999999991,True,11,4,7,Lds
Josã© Cardoso Pires,3.6366666666666667,3.71,0.07333333333333325,True,5,2,3,Cultural
Josã© Eduardo Agualusa,3.615,3.725,0.10999999999999988,True,4,2,2,Central Africa
Josã© Saramago,3.7649999999999997,3.7866666666666666,0.021666666666666945,True,5,3,2,European Literature
Joyce Carol Oates,3.54875,3.5425,-0.006250000000000089,False,16,8,8,Fiction
Joyce Meyer,4.342222222222222,4.42,0.0777777777777775,True,10,1,9,Christian
Joyee Flynn,3.8275,3.91,0.08250000000000002,True,30,2,28,Romance
